ドイツ,ドイツ,1294,1294,240,-5.4200
ドウ,どう,1282,1282,468,-4.8040
ドウ,どう,1283,1283,468,-7.5266
ドウイウ,どういう,1315,1315,17,-7.0166
ドウカ,どうか,1281,1281,17,-8.2661
ドウカ,どうか,1282,359,17,-8.5376
ドウガ,動画,1285,1285,363,-7.6422
ドウキ,同期,1314,1314,364,-7.9807
ドウゲツ,同月,1314,1314,380,-8.3661
ドウシテ,どうして,1281,1281,17,-7.3237
ドウシテモ,どうしても,1281,1281,17,-7.2637
ドウジツ,同日,1314,1314,380,-7.9914
ドウジニ,同時に,1281,1281,282,-6.2835
ドウセ,どうせ,1281,1281,17,-7.8947
ドウゾ,どうぞ,1281,1281,420,-7.1384
ドウドウ,堂々,1282,1282,17,-8.4568
ドウニカ,どうにか,1281,1281,91,-8.0726
ドウニュウ,導入,1283,1283,375,-7.4723
ドウネン,同年,1314,1314,237,-5.7049
ドウブツ,動物,1285,1285,499,-8.5561
ドウモ,どうも,1281,1281,17,-7.9636
ドウヤラ,どうやら,1281,1281,161,-8.2383
ドウヨウ,同様,1287,1287,468,-6.0466
ドオリ,通り,1298,1298,332,-7.2763
ドキ,どき,978,978,80,-5.9035
ドクショ,読書,1283,1283,364,-8.4055
ドクジ,独自,1287,1287,356,-7.0608
ドクトク,独特,1287,1287,307,-7.8461
ドクリツ,独立,1283,1283,182,-7.7237
ドコ,どこ,1306,1306,17,-5.6720
ドコ,何処,1306,1306,17,-8.5243
ドコロカ,どころか,312,312,282,-3.9020
ドシ,どし,467,467,437,-4.4285
ドス,どす,461,461,80,-4.5585
ドチラ,どちら,1306,1306,468,-6.5644
ドッチ,どっち,1306,1306,17,-7.0683
ドノ,どの,1315,1315,468,-5.8961
ドメ,度目,1300,1300,282,-8.2705
ドモ,ども,313,313,495,-4.3149
ドヨウ,土曜,1314,1314,305,-8.3416
ドヨウビ,土曜日,1314,1314,380,-7.9847
ドラマ,ドラマ,1285,1285,322,-8.4451
ドリ,どり,1195,1195,437,-8.3429
ドリョク,努力,1283,1283,252,-8.0264
ドル,ドル,1300,1300,354,-7.1305
ドレ,どれ,1306,1306,468,-6.5686
ドンドン,どんどん,1282,1282,48,-6.6982
ドンナ,どんな,1315,1315,17,-5.7684
ドンナニ,どんなに,1281,1281,17,-8.0183
ドー,どー,1282,1282,80,-8.0526
