ビキ,引き,1298,1298,60,-9.4186
ビク,引く,695,695,438,-9.4104
ビクター,ビクター,1292,1292,353,-9.4349
ビクターエンタテインメント,ビクターエンタテインメント,1292,1292,353,-9.7561
ビジネス,ビジネス,1285,1285,378,-8.5422
ビジュアル,ビジュアル,1287,1287,322,-9.0394
ビジュツ,美術,1285,1285,84,-9.4092
ビジュツカン,美術館,1285,1285,229,-9.6916
ビジン,美人,1285,1285,127,-9.9408
ビスマルク,ビスマルク,1290,1290,446,-9.4434
ビゼン,備前,1293,1293,464,-10.0441
ビックリ,びっくり,1283,1283,17,-8.4389
ビックリ,ビックリ,1283,1283,420,-9.5405
ビックリシ,びっくりし,1283,610,17,-9.2215
ビックリシタ,びっくりした,1283,435,17,-9.7892
ビット,ビット,1300,1300,45,-8.0247
ビット,bit,1300,1300,431,-9.4356
ビデオ,ビデオ,1285,1285,24,-9.5638
ビデオリサーチ,ビデオリサーチ,1292,1292,248,-10.0072
ビビリ,ビビり,788,788,418,-9.6673
ビビル,ビビる,772,772,113,-9.5686
ビビレ,ビビれ,784,784,113,-9.7307
ビミ,美味,1287,1287,75,-9.4196
ビミョウ,微妙,1287,1287,169,-7.9468
ビョウイン,病院,1285,1285,402,-8.2568
ビョウインニ,病院に,1285,151,17,-10.0150
ビョウキ,病気,1283,1283,46,-8.2653
ビョウシャ,描写,1283,1283,322,-8.5744
ビョウドウ,平等,1287,1287,456,-8.4011
ビヨウ,美容,1285,1285,402,-9.7338
ビラキ,開き,1285,1285,258,-8.4996
ビラキ,開き,1298,1298,258,-8.4996
ビリー,ビリー,1291,1291,25,-9.3266
ビル,ビル,1285,1285,414,-9.1526
ビル,ビル,1291,1291,414,-9.8729
ビルマ,ビルマ,1294,1294,240,-8.7894
ビワコ,琵琶湖,1293,1293,385,-9.3583
ビン,ビン,1292,1292,149,-9.6024
ビンカン,敏感,1287,1287,169,-9.0471
ビンボウ,貧乏,1287,1287,66,-9.2726
ビー,びー,1281,1281,80,-9.9723
ビーエル,BL,1288,1288,296,-9.9960
ビーガタ,B型,1289,1289,14,-8.9085
ビージーエム,BGM,1288,1288,478,-9.2417
ビーズ,B'z,1289,1289,478,-9.7722
ビーティーエス,BTS,1289,1289,87,-9.9198
ビートルズ,ビートルズ,1292,1292,196,-8.4054
ビーピー,BP,1292,1292,9,-9.8940
ビール,ビール,1285,1285,75,-9.3063
ビーワイ,by,1288,1288,367,-9.1765
