ゴウカ,豪華,1287,1287,66,-8.6330
ゴウカク,合格,1283,1283,85,-8.5586
ゴウケイ,合計,1283,1283,221,-8.5522
ゴウサ,号さ,586,586,238,-8.5352
ゴウシロ,号しろ,588,588,238,-8.4520
ゴウス,号す,584,584,238,-8.1672
ゴウスル,号する,583,583,238,-8.4557
ゴウセン,号線,1300,1300,221,-8.3605
ゴウリュウ,合流,1283,1283,271,-8.7484
ゴオウボ,ご応募,560,1283,17,-8.6378
ゴガツ,5月,1288,1288,195,-7.5270
ゴク,ごく,1281,1281,333,-7.7767
ゴケントウ,ご検討,560,1283,17,-8.5203
ゴゴ,午後,1314,1314,380,-7.9503
ゴサイ,5歳,1289,1289,364,-8.3435
ゴサンカ,ご参加,560,1283,17,-8.6811
ゴザイ,ござい,428,428,17,-2.6172
ゴザイ,ござい,424,424,17,-2.9818
ゴザイ,御座い,429,429,420,-4.1368
ゴザイ,ござい,799,799,17,-4.3585
ゴザイ,御座い,799,799,420,-7.3347
ゴザイマシ,ございまし,428,501,17,-7.9124
ゴザイマシタ,ございました,428,435,17,-7.9315
ゴザイマス,ございます,428,491,17,-6.4854
ゴザル,ござる,414,414,420,-2.9788
ゴザル,ござる,792,792,420,-5.1863
ゴザレ,ござれ,422,422,150,-2.9818
ゴジツ,後日,1314,1314,282,-8.3297
ゴト,ごと,1298,1298,283,-6.7475
ゴト,ごと,1313,1313,283,-8.5020
ゴトウ,後藤,1290,1290,344,-8.6695
ゴトキ,ごとき,523,523,495,-4.3313
ゴトキ,如き,524,524,495,-4.4683
ゴトク,ごとく,525,525,495,-4.2122
ゴトク,如く,526,526,495,-4.3563
ゴトシ,ごとし,521,521,297,-4.4857
ゴトシ,如し,522,522,495,-4.6079
ゴニ,後に,1305,151,17,-8.3044
ゴネン,5年,1288,1288,299,-8.3830
ゴノ,後の,1305,368,17,-8.6332
ゴハン,ご飯,1285,1285,75,-8.5882
ゴメン,ごめん,3,3,420,-6.7267
ゴメンナサイ,ごめんなさい,3,3,420,-6.5782
ゴラン,ご覧,1308,1308,17,-4.0815
ゴラン,ごらん,1308,1308,420,-6.7943
ゴラン,御覧,1308,1308,297,-7.8377
ゴロ,ごろ,1305,1305,143,-6.2593
ゴロシ,殺し,735,735,438,-8.3091
ゴロシ,殺し,1298,1298,427,-8.3091
ゴロシ,殺し,1285,1285,427,-8.3091
